"ID","calFullname","jepFullname","Family","genus","species","suffix","SerpScore","StrongEndemic","Tolerators","WeakEndemic","Name"
3953,"Elymus glaucus Buckley ssp. jepsonii (Burtt Davy) Gould","Elymus glaucus Buckley subsp. jepsonii (Burtt Davy) Gould","POACEAE","Elymus","glaucus","ssp. jepsonii",0.00,0.00,0.00,0.00,"Elymus glaucus ssp. jepsonii"
3954,"Elymus sierrae Gould","Elymus sierrae Gould","POACEAE","Elymus","sierrae",,0.00,0.00,0.00,0.00,"Elymus sierrae "
3955,"Elymus stebbinsii Gould","Elymus stebbinsii Gould","POACEAE","Elymus","stebbinsii",,0.00,0.00,0.00,0.00,"Elymus stebbinsii "
3956,"Elymus trachycaulus (Link) Shinn. ssp. subsecundus (Link) Gould","Elymus trachycaulus (Link) Shinners subsp. subsecundus (Link) Gould","POACEAE","Elymus","trachycaulus","ssp. subsecundus",0.00,0.00,0.00,0.00,"Elymus trachycaulus ssp. subsecundus"
3957,"Elytrigia elongata (Host) Nevski","Elytrigia elongata (Host) Nevski","POACEAE","Elytrigia","elongata",,0.00,0.00,0.00,0.00,"Elytrigia elongata "
3958,"Elytrigia intermedia (Host) Nevski ssp. intermedia","Elytrigia intermedia (Host) Nevski subsp. intermedia","POACEAE","Elytrigia","intermedia","ssp. intermedia",0.00,0.00,0.00,0.00,"Elytrigia intermedia ssp. intermedia"
3959,"Elytrigia juncea (L.) Nevski ssp. boreali-atlantica (Simonet & Guin) Hylander","Elytrigia juncea (L.) Nevski subsp. boreo-atlantica (Simonet & Guin.) Hyl.","POACEAE","Elytrigia","juncea","ssp. boreo-atlantica",0.00,0.00,0.00,0.00,"Elytrigia juncea ssp. boreo-atlantica"
3960,"Elytrigia pontica (Podp.) Holub ssp. pontica","Elytrigia pontica (Podp.) Holub subsp. pontica","POACEAE","Elytrigia","pontica","ssp. pontica",0.00,0.00,0.00,0.00,"Elytrigia pontica ssp. pontica"
3961,"Elytrigia repens (L.) Nevski","Elytrigia repens (L.) Nevski","POACEAE","Elytrigia","repens",,0.00,0.00,0.00,0.00,"Elytrigia repens "
3962,"Eragrostis cilianensis (All.) Janchen","Eragrostis cilianensis (All.) Janch.","POACEAE","Eragrostis","cilianensis",,0.00,0.00,0.00,0.00,"Eragrostis cilianensis "
3963,"Eragrostis hypnoides (Lam.) Britton, Sterns & Pogg.","Eragrostis hypnoides (Lam.) Britton, Sterns, & Poggenb.","POACEAE","Eragrostis","hypnoides",,0.00,0.00,0.00,0.00,"Eragrostis hypnoides "
3964,"Eragrostis mexicana (Hornem.) Link","Eragrostis mexicana (Hornem.) Link","POACEAE","Eragrostis","mexicana",,0.00,0.00,0.00,0.00,"Eragrostis mexicana "
3965,"Eragrostis mexicana (Hornem.) Link ssp. virescens (C. Presl) Koch & E. SØnchez","Eragrostis mexicana (Hornem.) Link subsp. virescens (J. Presl) S. D. Koch & S&aacute;nchex Vega","POACEAE","Eragrostis","mexicana","ssp. virescens",0.00,0.00,0.00,0.00,"Eragrostis mexicana ssp. virescens"
3966,"Eragrostis minor Host","Eragrostis minor Host","POACEAE","Eragrostis","minor",,0.00,0.00,0.00,0.00,"Eragrostis minor "
3967,"Eragrostis pectinacea (Michaux) Nees var. pectinacea","Eragrostis pectinacea (Michx.) Nees var. pectinacea","POACEAE","Eragrostis","pectinacea","var. pectinacea",0.00,0.00,0.00,0.00,"Eragrostis pectinacea var. pectinacea"
3968,"Eragrostis pectinacea (Michaux) Nees","Eragrostis pectinacea (Michx.) Nees","POACEAE","Eragrostis","pectinacea",,0.00,0.00,0.00,0.00,"Eragrostis pectinacea "
3969,"Eriochloa contracta A. Hitchc.","Eriochloa contracta Hitchc.","POACEAE","Eriochloa","contracta",,0.00,0.00,0.00,0.00,"Eriochloa contracta "
3970,"Festuca elmeri Scribner & Merr.","Festuca elmeri","POACEAE","Festuca","elmeri",,0.00,0.00,0.00,0.00,"Festuca elmeri "
3971,"Festuca rubra L.","Festuca rubra L.","POACEAE","Festuca","rubra",,0.00,0.00,0.00,0.00,"Festuca rubra "
3972,"Festuca subulata Trin.","Festuca subulata Trin.","POACEAE","Festuca","subulata",,0.00,0.00,0.00,0.00,"Festuca subulata "
3973,"Festuca subuliflora Scribner","Festuca subuliflora Scribn.","POACEAE","Festuca","subuliflora",,0.00,0.00,0.00,0.00,"Festuca subuliflora "
3974,"Festuca trachyphylla (Hackel) Kraj.","Festuca trachyphylla (Hack.) Krajina","POACEAE","Festuca","trachyphylla",,0.00,0.00,0.00,0.00,"Festuca trachyphylla "
3975,"Festuca viridula Vasey","Festuca viridula Vasey","POACEAE","Festuca","viridula",,0.00,0.00,0.00,0.00,"Festuca viridula "
3976,"Glyceria borealis (Nash) Batch.","Glyceria borealis (Nash) Batch.","POACEAE","Glyceria","borealis",,0.00,0.00,0.00,0.00,"Glyceria borealis "
3977,"Glyceria elata (Lam.) A. Hitchc.","Glyceria elata (Lam.) Hitchc.","POACEAE","Glyceria","elata",,0.00,0.00,0.00,0.00,"Glyceria elata "
3978,"Glyceria grandis S. Watson","Glyceria grandis S. Watson","POACEAE","Glyceria","grandis",,0.00,0.00,0.00,0.00,"Glyceria grandis "
3979,"Glyceria leptostachya Buckley","Glyceria leptostachya Buckley","POACEAE","Glyceria","leptostachya",,0.00,0.00,0.00,0.00,"Glyceria leptostachya "
3980,"Glyceria occidentalis (Piper) J.C. Nelson","Glyceria occidentalis (Piper) J. C. Nelson","POACEAE","Glyceria","occidentalis",,0.00,0.00,0.00,0.00,"Glyceria occidentalis "
3981,"Glyceria striata (Lam.) A. Hitchc.","Glyceria striata (Lam.) Hitchc.","POACEAE","Glyceria","striata",,0.00,0.00,0.00,0.00,"Glyceria striata "
3982,"Hainardia cylindrica (Willd.) Greuter","Hainardia cylindrica (Willd.) Greuter","POACEAE","Hainardia","cylindrica",,0.00,0.00,0.00,0.00,"Hainardia cylindrica "
3983,"Hesperostipa comata (Trin. & Rupr.) Barkworth","Hesperostipa comata (Trin. & Rupr.) Barkworth","POACEAE","Hesperostipa","comata",,0.00,0.00,0.00,0.00,"Hesperostipa comata "
3984,"Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. comata","Hesperostipa comata (Trin. & Rupr.) Barkworth subsp. comata","POACEAE","Hesperostipa","comata","ssp. comata",0.00,0.00,0.00,0.00,"Hesperostipa comata ssp. comata"
3985,"Hesperostipa comata (Trin. & Rupr.) Barkworth ssp. intermedia (Scribner & Tweedy) Barkworth","Hesperostipa comata (Trin. & Rupr.) Barkworth subsp. intermedia (Scribn. & Tweedy) Barkworth","POACEAE","Hesperostipa","comata","ssp. intermedia",0.00,0.00,0.00,0.00,"Hesperostipa comata ssp. intermedia"
3986,"Hierochloe occidentalis Buckley","Hierochloe occidentalis Buckley","POACEAE","Hierochloe","occidentalis",,0.00,0.00,0.00,0.00,"Hierochloe occidentalis "
3987,"Hordeum brachyantherum Nevski","Hordeum brachyantherum Nevski","POACEAE","Hordeum","brachyantherum",,0.00,0.00,0.00,0.00,"Hordeum brachyantherum "
3988,"Hordeum brachyantherum Nevski ssp. brachyantherum","Hordeum brachyantherum Nevski subsp. brachyantherum","POACEAE","Hordeum","brachyantherum","ssp. brachyantherum",0.00,0.00,0.00,0.00,"Hordeum brachyantherum ssp. brachyantherum"
3989,"Hordeum intercedens Nevski","Hordeum intercedens Nevski","POACEAE","Hordeum","intercedens",,0.00,0.00,0.00,0.00,"Hordeum intercedens "
3990,"Hordeum murinum L. ssp. glaucum (Steudel) Tzvelev","Hordeum murinum L. subsp. glaucum (Steud.) Tzvelev","POACEAE","Hordeum","murinum","ssp. glaucum",0.00,0.00,0.00,0.00,"Hordeum murinum ssp. glaucum"
3991,"Hordeum murinum L. ssp. murinum","Hordeum murinum L. subsp. murinum","POACEAE","Hordeum","murinum","ssp. murinum",0.00,0.00,0.00,0.00,"Hordeum murinum ssp. murinum"
3992,"Koeleria phleoides (Villars) Pers.","Koeleria phleoides (Vill.) Pers.","POACEAE","Koeleria","phleoides",,0.00,0.00,0.00,0.00,"Koeleria phleoides "
3993,"Lagurus ovatus L.","Lagurus ovatus L.","POACEAE","Lagurus","ovatus",,0.00,0.00,0.00,0.00,"Lagurus ovatus "
3994,"Leersia oryzoides (L.) Sw.","Leersia oryzoides (L.) Sw.","POACEAE","Leersia","oryzoides",,0.00,0.00,0.00,0.00,"Leersia oryzoides "
3995,"Leptochloa fascicularis (Lam.) A. Gray","Leptochloa fascicularis (Lam.) A. Gray","POACEAE","Leptochloa","fascicularis",,0.00,0.00,0.00,0.00,"Leptochloa fascicularis "
3996,"Leptochloa uninervia (J. Presl) A. Hitchc. & Chase","Leptochloa uninervia (C. Presl) Hitchc. & Chase","POACEAE","Leptochloa","uninervia",,0.00,0.00,0.00,0.00,"Leptochloa uninervia "
3997,"Leptochloa viscida (Scribner) Beal","Leptochloa viscida (Scribn.) Beal","POACEAE","Leptochloa","viscida",,0.00,0.00,0.00,0.00,"Leptochloa viscida "
3998,"Leymus cinereus (Scribner & Merr.) A. Love","Leymus cinereus (Scribn. & Merr.) A. L&ouml;ve","POACEAE","Leymus","cinereus",,0.00,0.00,0.00,0.00,"Leymus cinereus "
3999,"Leymus mollis (Trin.) Pilger ssp. mollis","Leymus mollis (Trin.) Pilg. subsp. mollis","POACEAE","Leymus","mollis","ssp. mollis",0.00,0.00,0.00,0.00,"Leymus mollis ssp. mollis"
4000,"Leymus pacificus (Gould) D.R. Dewey","Leymus pacificus (Gould) D. R. Dewey","POACEAE","Leymus","pacificus",,0.00,0.00,0.00,0.00,"Leymus pacificus "
4001,"Lolium temulentum L.","Lolium temulentum L.","POACEAE","Lolium","temulentum",,0.00,0.00,0.00,0.00,"Lolium temulentum "
4002,"Melica aristata Bolander","Melica aristata Bol.","POACEAE","Melica","aristata",,0.00,0.00,0.00,0.00,"Melica aristata "
4003,"Melica spectabilis Scribner","Melica spectabilis Scribn.","POACEAE","Melica","spectabilis",,0.00,0.00,0.00,0.00,"Melica spectabilis "
4004,"Melica stricta Bolander","Melica stricta Bol.","POACEAE","Melica","stricta",,0.00,0.00,0.00,0.00,"Melica stricta "
4005,"Monanthochloe littoralis Engelm.","Monanthochloe littoralis Engelm.","POACEAE","Monanthochloe","littoralis",,0.00,0.00,0.00,0.00,"Monanthochloe littoralis "
4006,"Muhlenbergia andina (Nutt.) A. Hitchc.","Muhlenbergia andina (Nutt.) Hitchc.","POACEAE","Muhlenbergia","andina",,0.00,0.00,0.00,0.00,"Muhlenbergia andina "
4007,"Muhlenbergia appressa C.O. Goodd.","Muhlenbergia appressa C. O. Goodd.","POACEAE","Muhlenbergia","appressa",,0.00,0.00,0.00,0.00,"Muhlenbergia appressa "
4008,"Muhlenbergia asperifolia (Nees & Meyen) L. Parodi","Muhlenbergia asperifolia (Nees & Meyen) Parodi","POACEAE","Muhlenbergia","asperifolia",,0.00,0.00,0.00,0.00,"Muhlenbergia asperifolia "
4009,"Muhlenbergia filiformis (Thurber) Rydb.","Muhlenbergia filiformis (Thurb.) Rydb.","POACEAE","Muhlenbergia","filiformis",,0.00,0.00,0.00,0.00,"Muhlenbergia filiformis "
4010,"Muhlenbergia jonesii (Vasey) A. Hitchc.","Muhlenbergia jonesii (Vasey) Hitchc.","POACEAE","Muhlenbergia","jonesii",,0.00,0.00,0.00,0.00,"Muhlenbergia jonesii "
4011,"Muhlenbergia mexicana (L.) Trin.","Muhlenbergia mexicana (L.) Trin.","POACEAE","Muhlenbergia","mexicana",,0.00,0.00,0.00,0.00,"Muhlenbergia mexicana "
4012,"Muhlenbergia microsperma (DC.) Trin.","Muhlenbergia microsperma (DC.) Trin.","POACEAE","Muhlenbergia","microsperma",,0.00,0.00,0.00,0.00,"Muhlenbergia microsperma "
4013,"Muhlenbergia minutissima (Steudel) Swallen","Muhlenbergia minutissima (Steud.) Swallen","POACEAE","Muhlenbergia","minutissima",,0.00,0.00,0.00,0.00,"Muhlenbergia minutissima "
4014,"Muhlenbergia montana (Nutt.) A. Hitchc.","Muhlenbergia montana (Nutt.) Hitchc.","POACEAE","Muhlenbergia","montana",,0.00,0.00,0.00,0.00,"Muhlenbergia montana "
4015,"Muhlenbergia richardsonis (Trin.) Rydb.","Muhlenbergia richardsonis (Trin.) Rydb.","POACEAE","Muhlenbergia","richardsonis",,0.00,0.00,0.00,0.00,"Muhlenbergia richardsonis "
4016,"Muhlenbergia rigens (Benth.) A. Hitchc.","Muhlenbergia rigens (Benth.) Hitchc.","POACEAE","Muhlenbergia","rigens",,0.00,0.00,0.00,0.00,"Muhlenbergia rigens "
4017,"Muhlenbergia schreberi S. Gmelin","Muhlenbergia schreberi S. G. Gmel.","POACEAE","Muhlenbergia","schreberi",,0.00,0.00,0.00,0.00,"Muhlenbergia schreberi "
4018,"Nassella formicarum (Del.) Barkworth","Nassella formicarum (Delile) Barkworth","POACEAE","Nassella","formicarum",,0.00,0.00,0.00,0.00,"Nassella formicarum "
4019,"Neostapfia colusana (Burtt Davy) Burtt Davy","Neostapfia colusana (Burtt Davy) Burtt Davy","POACEAE","Neostapfia","colusana",,0.00,0.00,0.00,0.00,"Neostapfia colusana "
4020,"Orcuttia inaequalis Hoover","Orcuttia inaequalis Hoover","POACEAE","Orcuttia","inaequalis",,0.00,0.00,0.00,0.00,"Orcuttia inaequalis "
4021,"Orcuttia pilosa Hoover","Orcuttia pilosa Hoover","POACEAE","Orcuttia","pilosa",,0.00,0.00,0.00,0.00,"Orcuttia pilosa "
4022,"Orcuttia tenuis A. Hitchc.","Orcuttia tenuis Hitchc.","POACEAE","Orcuttia","tenuis",,0.00,0.00,0.00,0.00,"Orcuttia tenuis "
4023,"Oryza sativa L.","Oryza sativa L.","POACEAE","Oryza","sativa",,0.00,0.00,0.00,0.00,"Oryza sativa "
4024,"Panicum acuminatum Sw.","Panicum acuminatum Sw.","POACEAE","Panicum","acuminatum",,0.00,0.00,0.00,0.00,"Panicum acuminatum "
4025,"Panicum acuminatum Sw. var. acuminatum","Panicum acuminatum Sw. var. acuminatum","POACEAE","Panicum","acuminatum","var. acuminatum",0.00,0.00,0.00,0.00,"Panicum acuminatum var. acuminatum"
4026,"Panicum acuminatum Sw. var. lindheimeri (Nash) Fern.","Panicum acuminatum Sw. var. lindheimeri (Nash) Fernald","POACEAE","Panicum","acuminatum","var. lindheimeri",0.00,0.00,0.00,0.00,"Panicum acuminatum var. lindheimeri"
4027,"Panicum capillare L.","Panicum capillare L.","POACEAE","Panicum","capillare",,0.00,0.00,0.00,0.00,"Panicum capillare "
4028,"Parapholis incurva (L.) C.E. Hubb.","Parapholis incurva (L.) C. E. Hubb.","POACEAE","Parapholis","incurva",,0.00,0.00,0.00,0.00,"Parapholis incurva "
4029,"Paspalum dilatatum Poiret","Paspalum dilatatum Poir.","POACEAE","Paspalum","dilatatum",,0.00,0.00,0.00,0.00,"Paspalum dilatatum "
4030,"Paspalum distichum L.","Paspalum distichum L.","POACEAE","Paspalum","distichum",,0.00,0.00,0.00,0.00,"Paspalum distichum "
4031,"Paspalum notatum J. Fleugge","Paspalum notatum Fl&uuml;egg&eacute;","POACEAE","Paspalum","notatum",,0.00,0.00,0.00,0.00,"Paspalum notatum "
4032,"Pennisetum clandestinum Chiov.","Pennisetum clandestinum Chiov.","POACEAE","Pennisetum","clandestinum",,0.00,0.00,0.00,0.00,"Pennisetum clandestinum "
4033,"Pennisetum setaceum Forskall","Pennisetum setaceum (Forssk.) Chiov.","POACEAE","Pennisetum","setaceum",,0.00,0.00,0.00,0.00,"Pennisetum setaceum "
4034,"Phalaris angusta Nees","Phalaris angusta Nees","POACEAE","Phalaris","angusta",,0.00,0.00,0.00,0.00,"Phalaris angusta "
4035,"Phalaris aquatica L.","Phalaris aquatica L.","POACEAE","Phalaris","aquatica",,0.00,0.00,0.00,0.00,"Phalaris aquatica "
4036,"Phalaris arundinacea L.","Phalaris arundinacea L.","POACEAE","Phalaris","arundinacea",,0.00,0.00,0.00,0.00,"Phalaris arundinacea "
4037,"Phalaris brachystachys Link","Phalaris brachystachys Link","POACEAE","Phalaris","brachystachys",,0.00,0.00,0.00,0.00,"Phalaris brachystachys "
4038,"Phalaris californica Hook. & Arn.","Phalaris californica Hook. & Arn.","POACEAE","Phalaris","californica",,0.00,0.00,0.00,0.00,"Phalaris californica "
4039,"Phalaris canariensis L.","Phalaris canariensis L.","POACEAE","Phalaris","canariensis",,0.00,0.00,0.00,0.00,"Phalaris canariensis "
4040,"Phalaris lemmonii Vasey","Phalaris lemmonii Vasey","POACEAE","Phalaris","lemmonii",,0.00,0.00,0.00,0.00,"Phalaris lemmonii "
4041,"Phalaris minor Retz.","Phalaris minor Retz.","POACEAE","Phalaris","minor",,0.00,0.00,0.00,0.00,"Phalaris minor "
4042,"Phleum alpinum L.","Phleum alpinum L.","POACEAE","Phleum","alpinum",,0.00,0.00,0.00,0.00,"Phleum alpinum "
4043,"Phragmites australis (Cav.) Steudel","Phragmites australis (Cav.) Steud.","POACEAE","Phragmites","australis",,0.00,0.00,0.00,0.00,"Phragmites australis "
4044,"Pleuropogon californicus (Nees) Vasey","Pleuropogon californicus (Nees) Vasey","POACEAE","Pleuropogon","californicus",,0.00,0.00,0.00,0.00,"Pleuropogon californicus "
4045,"Pleuropogon hooverianus (L. Benson) J. Howell","Pleuropogon hooverianus (L. D. Benson) J. T. Howell","POACEAE","Pleuropogon","hooverianus",,0.00,0.00,0.00,0.00,"Pleuropogon hooverianus "
4046,"Pleuropogon refractus (A. Gray) Benth.","Pleuropogon refractus (A. Gray) Benth.","POACEAE","Pleuropogon","refractus",,0.00,0.00,0.00,0.00,"Pleuropogon refractus "
4047,"Poa bolanderi Vasey","Poa bolanderi Vasey","POACEAE","Poa","bolanderi",,0.00,0.00,0.00,0.00,"Poa bolanderi "
4048,"Poa bulbosa L.","Poa bulbosa L.","POACEAE","Poa","bulbosa",,0.00,0.00,0.00,0.00,"Poa bulbosa "
4049,"Poa compressa L.","Poa compressa L.","POACEAE","Poa","compressa",,0.00,0.00,0.00,0.00,"Poa compressa "
4050,"Poa cusickii Vasey ssp. cusickii","Poa cusickii Vasey subsp. cusickii","POACEAE","Poa","cusickii","ssp. cusickii",0.00,0.00,0.00,0.00,"Poa cusickii ssp. cusickii"
4051,"Poa cusickii Vasey ssp. epilis (Scribner) W.A. Weber","Poa cusickii Vasey subsp. epilis (Scribn.) W. A. Weber","POACEAE","Poa","cusickii","ssp. epilis",0.00,0.00,0.00,0.00,"Poa cusickii ssp. epilis"
4052,"Poa cusickii Vasey ssp. purpurascens (Vasey) C.L. Hitchc.","Poa cusickii Vasey subsp. purpurascens (Vasey) Soreng","POACEAE","Poa","cusickii","ssp. purpurascens",0.00,0.00,0.00,0.00,"Poa cusickii ssp. purpurascens"
4053,"Poa douglasii Nees","Poa douglasii Nees","POACEAE","Poa","douglasii",,0.00,0.00,0.00,0.00,"Poa douglasii "
4054,"Poa infirma Kunth.","Poa infirma Kunth","POACEAE","Poa","infirma",,0.00,0.00,0.00,0.00,"Poa infirma "
4055,"Poa kelloggii Vasey","Poa kelloggii Vasey","POACEAE","Poa","kelloggii",,0.00,0.00,0.00,0.00,"Poa kelloggii "
4056,"Poa napensis Beetle","Poa napensis Beetle","POACEAE","Poa","napensis",,0.00,0.00,0.00,0.00,"Poa napensis "
4057,"Poa pratensis L. ssp. pratensis","Poa pratensis L. subsp. pratensis","POACEAE","Poa","pratensis","ssp. pratensis",0.00,0.00,0.00,0.00,"Poa pratensis ssp. pratensis"
4058,"Poa secunda J.S. Presl ssp. juncifolia (Scribner) R. Soreng","Poa secunda J. Presl subsp. juncifolia (Scribn.) Soreng","POACEAE","Poa","secunda","ssp. juncifolia",0.00,0.00,0.00,0.00,"Poa secunda ssp. juncifolia"
4059,"Poa secunda J.S. Presl ssp. secunda","Poa secunda J. Presl subsp. secunda","POACEAE","Poa","secunda","ssp. secunda",0.00,0.00,0.00,0.00,"Poa secunda ssp. secunda"
4060,"Poa trivialis L.","Poa trivialis L.","POACEAE","Poa","trivialis",,0.00,0.00,0.00,0.00,"Poa trivialis "
4061,"Poa unilateralis Vasey","Poa unilateralis Vasey","POACEAE","Poa","unilateralis",,0.00,0.00,0.00,0.00,"Poa unilateralis "
4062,"Polypogon australis Brongn.","Polypogon australis Brongn.","POACEAE","Polypogon","australis",,0.00,0.00,0.00,0.00,"Polypogon australis "
4063,"Polypogon interruptus Kunth","Polypogon interruptus Kunth","POACEAE","Polypogon","interruptus",,0.00,0.00,0.00,0.00,"Polypogon interruptus "
4064,"Polypogon maritimus Willd.","Polypogon maritimus Willd.","POACEAE","Polypogon","maritimus",,0.00,0.00,0.00,0.00,"Polypogon maritimus "
4065,"Pseudoroegneria spicata (Pursh) A. Love ssp. spicata","Pseudoroegneria spicata (Pursh) A. L&ouml;ve subsp. spicata","POACEAE","Pseudoroegneria","spicata","ssp. spicata",0.00,0.00,0.00,0.00,"Pseudoroegneria spicata ssp. spicata"
4066,"Puccinellia distans (Jacq.) Parl.","Puccinellia distans (Jacq.) Parl.","POACEAE","Puccinellia","distans",,0.00,0.00,0.00,0.00,"Puccinellia distans "
4067,"Puccinellia howellii J.I. Davis","Puccinellia howellii J. I. Davis","POACEAE","Puccinellia","howellii",,0.00,0.00,0.00,0.00,"Puccinellia howellii "
4068,"Puccinellia lemmonii (Vasey) Scribner","Puccinellia lemmonii (Vasey) Scribn.","POACEAE","Puccinellia","lemmonii",,0.00,0.00,0.00,0.00,"Puccinellia lemmonii "
4069,"Puccinellia nutkaensis (J.S. Presl) Fern. & Weath.","Puccinellia nutkaensis (J. Presl) Fernald & Weath.","POACEAE","Puccinellia","nutkaensis",,0.00,0.00,0.00,0.00,"Puccinellia nutkaensis "
4070,"Puccinellia simplex Scribner","Puccinellia simplex Scribn.","POACEAE","Puccinellia","simplex",,0.00,0.00,0.00,0.00,"Puccinellia simplex "
4071,"Schismus barbatus (L.) Thell.","Schismus barbatus (L.) Thell.","POACEAE","Schismus","barbatus",,0.00,0.00,0.00,0.00,"Schismus barbatus "
4072,"Setaria faberi R. Herrm.","Setaria faberi R. A. W. Herrm.","POACEAE","Setaria","faberi",,0.00,0.00,0.00,0.00,"Setaria faberi "
4073,"Setaria gracilis Kunth","Setaria gracilis Kunth","POACEAE","Setaria","gracilis",,0.00,0.00,0.00,0.00,"Setaria gracilis "
4074,"Setaria verticillata (L.) P. Beauv.","Setaria verticillata (L.) P. Beauv.","POACEAE","Setaria","verticillata",,0.00,0.00,0.00,0.00,"Setaria verticillata "
4075,"Sorghum bicolor (L.) Moench","Sorghum bicolor (L.) Moench","POACEAE","Sorghum","bicolor",,0.00,0.00,0.00,0.00,"Sorghum bicolor "
4076,"Sorghum halepense (L.) Pers.","Sorghum halepense (L.) Pers.","POACEAE","Sorghum","halepense",,0.00,0.00,0.00,0.00,"Sorghum halepense "
4077,"Spartina alterniflora Lois.","Spartina alterniflora","POACEAE","Spartina","alterniflora",,0.00,0.00,0.00,0.00,"Spartina alterniflora "
4078,"Spartina densiflora Brongn.","Spartina densiflora Brongn.","POACEAE","Spartina","densiflora",,0.00,0.00,0.00,0.00,"Spartina densiflora "
4079,"Spartina foliosa Trin.","Spartina foliosa Trin.","POACEAE","Spartina","foliosa",,0.00,0.00,0.00,0.00,"Spartina foliosa "
4080,"Spartina patens (Aiton) Muhlenb.","Spartina patens (Aiton) Muhl.","POACEAE","Spartina","patens",,0.00,0.00,0.00,0.00,"Spartina patens "
4081,"Sporobolus airoides (Torrey) Torrey","Sporobolus airoides (Torr.) Torr.","POACEAE","Sporobolus","airoides",,0.00,0.00,0.00,0.00,"Sporobolus airoides "
